folder,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
David Guetta - This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),143.5546875,0.0912348184204702,464,2208.9614444071217,0.2,0.4,0.17573284,-23.42137,84.80946,-0.6715342,23.23847,-0.03449693,11.429763,3.0963645,6.607096,7.1886005,6.11003,14.151177162162348,18.208341191835938,21.399709442762916,41.19776235865445,0.059413109672592196,0.06392615579980197,-0.0514759224772266,0.06684059737936923,-0.00719374315618397,0.018079583154294657,0.5142211,0.301883,0.30013046,0.3080573,0.46350008,0.37210417,0.34994027,0.44540164,0.36873087,0.47031584,0.31213957,0.3965477
"David Guetta, Ayra Starr, Lil Durk-Big FU",123.046875,0.05799518236626325,318,1590.597156481118,0.3,0.6,0.27678317,-54.508926,112.18199,14.986848,24.840126,8.40957,7.136185,2.5495636,7.6832547,-2.3962393,4.4701114,16.096017699596366,19.29005546860626,21.195987497752203,42.89924797635493,0.04390253949782875,-0.0629501643381148,0.010200905134467619,-0.06492947771119777,0.00012953778171274457,0.0008102343054719169,0.42056182,0.49011388,0.4156911,0.32789332,0.35201952,0.34885404,0.5190823,0.43743992,0.37107432,0.41766897,0.4030096,0.47099325
"David Guetta, Bebe Rexha-Im Good Blue",129.19921875,0.11420114555393825,363,2376.141739052289,0.3,0.5,0.28805444,72.722046,87.11633,-10.588716,19.094013,-2.999958,3.0168774,1.2760103,-1.0425059,-1.4803215,4.9680614,15.342709480386173,19.186325661558595,20.44233065468432,41.62252902017272,0.02396720163279571,0.19854332006584596,0.08662573399681323,-0.05988507006500403,0.035415509413647565,-0.00949934035043441,0.3268631,0.24010076,0.45785233,0.30425584,0.26553968,0.35758764,0.26796526,0.4691119,0.27217653,0.3844233,0.5025562,0.26199546
"David Guetta, Kim Petras-When We Were Young The Logical Song",143.5546875,0.10312699438820423,382,2348.8371427885177,0.1,0.3,0.12690143,-31.60262,87.139946,-7.0887003,17.960363,-7.0979357,14.325439,-4.068083,4.1895895,7.1363325,12.123799,15.759880439132196,20.26841594367199,22.741844653465908,43.17342348226458,-0.08585839443733115,0.12756259708037213,0.023012736131056703,0.0086632541968473,0.0030632490938805974,0.0036254862489992095,0.29702324,0.18989815,0.23610012,0.28799006,0.23627594,0.3876548,0.28143704,0.5408322,0.4245764,0.26829693,0.41210878,0.26808655
Daya - Hide Away,95.703125,0.09615460167302166,326,2273.424731163883,0.2,0.3,0.15205571,-49.023235,87.57075,7.478463,17.559336,6.380674,3.6544576,-1.3468812,0.47076118,-5.7839594,-0.8146424,16.235150469540258,19.12162391230204,20.21920741248652,40.61628771720402,0.08952228608681423,-0.007831976791402484,0.019377568478263312,-0.05409643911271975,-0.022524956103332966,-0.009528019863271293,0.40731627,0.4105812,0.49298024,0.35174087,0.37346244,0.29340678,0.39556578,0.37404883,0.31291232,0.37304297,0.3635401,0.49977264
"Daya - Sit Still, Look Pretty",184.5703125,0.10395328916352371,590,2191.277308849213,0.3,0.5,0.22429956,-8.627359,92.98988,-15.418551,4.407798,0.618758,7.6577125,3.7099862,0.07464464,2.8854384,2.496424,15.00239589855731,18.406451163388404,19.994351105685933,43.215329152594286,0.0925000871520987,-0.005446493076568567,-0.031188298385953654,-0.04636198499868226,0.0023368669198631357,-0.012659154853751933,0.2475707,0.35017687,0.51981163,0.3502582,0.3978148,0.2951957,0.41353965,0.37612456,0.30961785,0.3497943,0.2682904,0.2921088
Demi Lovato - Heart Attack,172.265625,0.13848085878531377,590,2874.3042980787754,0.1,0.3,0.12523185,-23.523968,57.71387,-13.160927,10.521186,-1.3959264,3.5210838,5.938464,2.9779382,1.6029114,5.993583,15.586906986748458,18.50216681328845,22.36172808259578,38.72738482920326,-0.09772522999611899,0.0561070529967759,-0.022269996703110924,0.05827586720498743,-0.00421565146988706,-0.002001880926335071,0.47767633,0.3188004,0.27118585,0.31964234,0.22245345,0.27845997,0.21537514,0.30951303,0.34555393,0.26375186,0.35206068,0.29451203
Demi Lovato - Sorry Not Sorry,143.5546875,0.10010942384289603,494,2303.750778975772,0.2,0.7,0.22694364,-14.0084305,78.67046,-7.501933,3.939829,-0.27300745,-0.15367885,-0.3572125,7.421801,-0.09768436,4.180811,14.830340628005459,16.808790392930145,19.808951067236094,40.06497482297829,0.057553438751851635,-0.039518943026540854,0.029447107526509485,-0.04641840813990901,0.002111942354098097,-0.00343811752713443,0.3356344,0.38268125,0.4378298,0.34482765,0.38472748,0.33129555,0.41584346,0.33586252,0.34246668,0.42797711,0.38077837,0.4248417
"Demi Lovato, Ariana Grande-Met Him Last Night feat Ariana Grande",143.5546875,0.11189264178677068,483,2737.8058128465905,0.2,0.5,0.25084096,33.42683,66.25978,-3.0618188,19.176186,3.2074823,-0.07884442,-2.7373035,0.23719776,0.24931689,10.827446,20.313603559534936,23.00459585520241,25.222264801129977,40.39193040532618,0.19925816307412011,0.022696333140850584,0.08976230425265373,0.21846796354701747,0.06082273185779042,0.0002135386654955813,0.34716853,0.24098441,0.29876804,0.25955397,0.4149935,0.2635273,0.36689922,0.40533468,0.24379937,0.3219389,0.29948762,0.508566
Desiigner - Panda,143.5546875,0.10776176802608944,561,2338.8091719564704,0.2,0.7,0.18871368,-33.900795,76.79592,-17.937298,29.113245,9.15388,12.459525,-5.3259125,4.4331126,-2.1130939,9.902356,16.410585074983075,17.3224001495689,17.14470526569727,46.27415489304082,-0.16019918429996555,0.013845932607509668,0.14197131467366159,0.011433801763005286,0.022170100415483906,0.05763088932424815,0.4301673,0.3965273,0.45406574,0.55760914,0.5677507,0.57848644,0.49748376,0.43255568,0.46532843,0.4496209,0.5177061,0.4809757
Desiigner - Tiimmy Turner,123.046875,0.08934414409789332,482,2244.8535961525436,0.4,0.7,0.34081954,57.48071,93.144485,-7.2588606,12.806737,9.227523,5.380634,4.8686166,2.4609625,-3.7162204,3.2392583,15.51165103225465,18.98832377596512,19.569029417195665,40.995887324572436,-0.08514675703006606,-0.09579153203545872,-0.06984949401671779,-0.05282886744152675,0.0029397250888415173,0.01941625085245054,0.43626168,0.58279246,0.3473261,0.3809761,0.39316162,0.46539855,0.50215626,0.3373419,0.39378566,0.39391384,0.35760087,0.3419656
DJ Snake - Let Me Love You,135.99917763157896,0.07339350612426537,446,1949.598106622959,0.2,0.4,0.16618446,-36.956882,108.420815,6.713624,10.801357,12.95195,13.590861,4.619037,11.158893,1.7274392,8.87931,16.456873269799317,19.146778549632,19.611832723390194,41.91255805698199,-0.11489748158579638,0.09642153373511572,0.1124931585088298,0.11020724768579851,-0.004466372162680595,0.026167326926794344,0.49194434,0.30484322,0.3534768,0.4293104,0.30525148,0.28584743,0.30767354,0.5789714,0.46507916,0.3913932,0.39522588,0.3613931
DJ Snake - Middle,103.359375,0.0905371803373338,489,2222.3451295281147,0.3,0.6,0.2587353,-19.5912,85.52163,8.845513,9.2223015,0.81804705,13.673036,-4.9235387,6.1907506,-4.1954255,4.843496,15.226759128270361,20.21775919879267,19.792913958951388,41.23760981816257,0.07197322993371143,-0.08508562181413196,-0.04214933861477776,0.02418166937205152,0.008555882708033815,-0.02054744162575974,0.35363388,0.4605498,0.3044812,0.29391608,0.46820536,0.30219176,0.29396453,0.26604086,0.3754558,0.42968085,0.3757578,0.43731198
"DJ Snake, Selena Gomez-Selfish Love with Selena Gomez",143.5546875,0.06888939146927955,489,2385.231805658899,0.2,0.3,0.15491848,-110.529495,76.72203,23.095108,27.88255,2.9101734,9.7240925,3.8082404,7.526945,4.056777,11.712635,14.733106955032364,17.903135893502732,19.62595780292851,39.369026998449556,-0.021442741281716166,0.05608462622222636,-0.012348072626099497,0.008537113800034237,0.0003951898819930312,-0.008139797527940853,0.5051246,0.40622666,0.44038337,0.5026499,0.47368297,0.56669855,0.46231818,0.55223954,0.5563725,0.53764087,0.5272302,0.48676068
DNCE - Cake By The Ocean,117.45383522727273,0.1429944434500992,491,2858.200742683596,0.2,0.4,0.14793903,-0.16734901,70.50805,-4.4357777,14.750655,-0.7847343,6.4206495,-4.2506585,3.1961265,-2.9455051,5.603232,15.401789783481142,17.964595714753372,17.86189685626507,39.637132310618966,0.052466120439437054,-0.016303175310824723,-0.009566228688218504,0.018215477770163958,0.006114623509897305,0.0038449535096122854,0.40330878,0.33276033,0.33292758,0.33898982,0.46093372,0.3387095,0.37032822,0.38704473,0.3781442,0.48282415,0.42390954,0.4809117
"Doja Cat, SZA-Kiss Me More feat SZA",112.34714673913044,0.08913399293806092,572,1995.293262496673,0.1,0.5,0.17845373,-60.05882,97.34851,4.4789233,33.3135,8.713767,-1.2569563,-6.6027236,2.8877692,-9.58493,6.7379613,16.689583698572946,20.74595672445496,21.789884667992606,43.14125404959023,-0.07290683675093668,0.033456230692162615,0.007438683237404142,0.04273550699536087,0.0019499984685635717,-0.004736513582193419,0.37358084,0.38386032,0.3605016,0.4381311,0.3623027,0.40860456,0.33683455,0.45293954,0.45632973,0.37700513,0.4085215,0.3150693
"Doja Cat, The Weeknd-You Right",129.19921875,0.04412179538581378,352,2130.5023540053253,0.3,0.5,0.28058407,-54.771935,83.00187,33.388954,21.631441,10.114575,13.685046,10.332331,6.4494944,3.776265,8.041707,18.107119514150835,21.324712232015884,21.915874711943097,38.79521226812945,-0.16187591797229164,0.013828224092660378,0.08774702895696945,0.23619801288543227,-0.06709589127403018,-0.041690939979211854,0.46558365,0.36550707,0.42007476,0.39518848,0.31773442,0.37517878,0.41735595,0.6226218,0.6442956,0.65376127,0.6093003,0.46311483
Doja Cat-Need to Know,129.19921875,0.08027036252509509,411,2431.714877802016,0.4,0.6,0.2938504,5.7499733,81.10326,12.904831,17.34986,-0.63793945,7.1590204,6.0460668,4.7432384,2.6669629,5.4873405,16.04147293148648,19.363957305134143,21.073656603510813,39.29491299038212,-0.17288521298428175,-0.005166829828449079,0.04738545640367211,-0.05614193026853231,0.0021636127361140144,0.05762889883912235,0.42834663,0.43604693,0.4598453,0.48982286,0.50012696,0.576386,0.4730672,0.422379,0.4278982,0.4447483,0.4609969,0.36894995
Doja Cat-Paint The Town Red,99.38401442307692,0.07854833026960785,478,2051.097433575875,0.1,0.6,0.19909804,-87.22396,88.141106,8.39316,15.236143,4.1471224,4.980987,3.4076002,5.8335314,-0.19418398,5.51839,16.10811268205971,20.149755722668747,20.95822982297928,41.018389886886034,0.09275190454678821,0.08965831150053237,-0.00466778526511779,-0.006236995957125304,0.043281327988860564,0.004581876693546853,0.4114803,0.3310855,0.3814353,0.3297605,0.38468137,0.35839772,0.3599474,0.526645,0.52396786,0.58028954,0.5579327,0.44805112
Doja Cat-Say So,112.34714673913044,0.09766245390832759,399,2458.7511126795694,0.4,0.6,0.2924653,16.552746,84.64041,10.184152,17.25229,4.5130014,-3.4340136,-5.2456403,-2.1459644,-0.3721742,-5.471664,16.82942429772354,20.48285020751931,20.92149950482025,39.791084007322475,0.12212055982517388,-0.0567626185021455,-0.014073053516699257,-0.04130536795122405,-0.0067065310839581355,-0.0019058561810025069,0.31115493,0.4233527,0.44066322,0.37858224,0.43272555,0.30453935,0.36096808,0.23971055,0.27334717,0.4123082,0.3291866,0.41581598
Doja Cat-Streets,89.10290948275862,0.05359343356359742,384,1638.5721268411266,0.3,0.5,0.22441259,-62.401676,107.76442,22.591225,28.180439,16.560644,13.819484,7.168706,10.658189,3.035708,9.899444,14.341180563504762,19.255295579409506,20.478938569644658,40.71133085469746,0.13292445019890087,-0.08159462137304463,0.1337662118300266,0.12382423577188954,0.0076412883660476605,-0.007660145819665822,0.56160986,0.4202937,0.4386405,0.42683876,0.52145356,0.4596327,0.47036883,0.4936055,0.41945446,0.38446966,0.40154824,0.5600254
Doja Cat-Woman,107.666015625,0.08147625146590089,307,2181.081976244417,0.3,0.6,0.26234064,-3.2980595,87.551575,8.78158,16.717783,4.305411,10.601977,3.2791355,4.142533,-1.0993485,5.8059835,16.6054858973845,18.45360760151128,18.620675355992972,38.72712058899902,-0.0005650611733254169,0.04284605470918726,-0.006746069363719209,0.008575003941305493,0.0024438358382287816,-0.0027275788825720402,0.40210825,0.358971,0.3911162,0.37742436,0.3770144,0.41975883,0.40224266,0.49873894,0.40519324,0.3454953,0.34607115,0.3495046
Drake - Controlla,123.046875,0.12128291397830403,495,2603.613516783836,0.1,0.7,0.16161846,-78.58276,69.360016,12.54208,10.421762,-5.8183384,2.1275897,-12.142222,8.328851,-7.539788,2.1298678,17.040702980728614,19.733022531835726,21.155765206741528,40.62353946330606,-0.09772270634368206,0.04613826592816531,-0.033663234764257186,-0.03585199854935994,0.003245476828859601,0.0009725424902769303,0.48343125,0.4565853,0.37880376,0.47618815,0.41001463,0.52869374,0.45410213,0.4058024,0.4752841,0.41580436,0.531344,0.40795252
Drake - Hotline Bling,135.99917763157896,0.07065314260926334,633,2202.581112162646,0.1,0.4,0.12913689,-88.82377,86.85254,10.0581875,19.699787,12.934608,9.097054,-8.245386,12.829123,-3.5991657,2.4289148,15.210816897323399,18.614637658283357,18.859045519003974,42.14405606319627,0.13197256588521755,0.09035418902313026,-0.06389318012007726,-0.059965839369889175,-0.021542091357043484,0.016948330324397125,0.5203744,0.42652586,0.474254,0.42863134,0.49217787,0.45775434,0.39340526,0.45018712,0.49808323,0.6016146,0.55900234,0.52169037
Drake - Jumpman,143.5546875,0.04686024530668621,477,1905.3428847873317,0.3,0.7,0.27074078,-27.123293,95.49391,10.421454,26.364029,12.428663,17.19102,3.3955412,7.8955207,-3.4502206,8.814584,14.674281986657258,19.288774691519826,19.79272170994675,43.37568706484543,-0.08607963797016824,-0.1432292695946273,0.05052106525371564,-0.07795240023627138,-0.011974660431983813,0.08124136217520245,0.36626035,0.3899669,0.4051741,0.5376408,0.5364828,0.52394444,0.6129953,0.5853235,0.67368805,0.61161757,0.49430826,0.3858511
Drake - One Dance,135.99917763157896,0.06386957727922596,379,1874.7266563871272,0.1,0.6,0.23803698,-44.449856,96.92699,9.385835,25.337404,4.099103,10.344097,-1.2045944,12.782425,-3.4017947,4.786067,16.43827106634837,19.921570974539684,20.57930448342349,42.11094844856401,-0.06663571506057349,0.06153866123871845,-0.12488106826826519,0.03267749180899109,-0.02408445968514555,-0.021959987773928418,0.40624964,0.43234763,0.39472544,0.5115587,0.48512113,0.56173176,0.44320616,0.41371548,0.48653296,0.4502948,0.45876482,0.3534965
Drake - Passionfruit,112.34714673913044,0.0387151252596684,558,1324.8386799722666,0.2,0.5,0.2023375,-102.07639,116.49416,30.840443,37.557793,16.64702,19.751825,3.5515957,12.84368,2.55916,7.910537,17.68656889941826,19.552240171214184,18.19607767243158,41.843571612321725,-0.03678951491019641,-0.08238244583724158,0.02527770038504361,0.03341256449531496,0.024988774319906072,-0.0037476021563833156,0.3562635,0.44833076,0.38862702,0.47261658,0.46088198,0.39632624,0.39661863,0.347499,0.37582546,0.34781486,0.45139712,0.50139046
"Drake, Lil Baby-Girls Want Girls with Lil Baby",172.265625,0.07482484477774587,601,2174.732595024645,0.1,0.7,0.22506785,-40.129784,83.28023,24.237514,16.812975,12.632041,16.225252,-9.525007,5.823894,-15.110484,4.4891534,17.324989601567975,22.18810954625673,19.677415892788165,41.71333893258811,-0.06124259186623497,0.2094117124821552,0.20782648454991334,-0.04847455521862982,0.04060375092261348,-0.013717682448832588,0.3957295,0.323735,0.5743123,0.4531017,0.3334438,0.35019675,0.3183171,0.4252175,0.39558274,0.4663693,0.53543967,0.36377048
"Drake, Travis Scott-Fair Trade with Travis Scott",172.265625,0.07724521536456261,818,2165.3497118164955,0.1,0.6,0.20166361,-48.25569,92.317955,7.9708686,17.2391,6.037075,7.020821,-7.420654,5.948706,-5.507813,3.387883,14.991673362821853,18.640220485788067,18.75381385633065,43.096900510047526,-0.15806101932907007,0.06699980558783937,-0.05700307097445744,-0.023545395924645194,-0.02092038804905684,0.04114959830086062,0.44828528,0.45808524,0.4321451,0.5718591,0.5340192,0.6363973,0.46447608,0.40103745,0.41558707,0.4432242,0.49536186,0.35799325
Drake-Toosie Slide,107.666015625,0.06685403519700074,434,1891.8008894437037,0.0,0.6,0.16367362,-108.591675,93.232025,27.368845,8.5787115,6.3818917,5.1833982,-5.81028,2.93937,-7.017216,3.620908,15.753498283557512,18.840375563804518,18.661587009590033,39.643910784573535,-0.028753465100089446,-0.09842108778578633,-0.05792804277009624,0.09518672545170187,-0.042863222323604074,0.00563356164525695,0.3438993,0.42518488,0.31814066,0.345443,0.3100299,0.34467292,0.46745434,0.45545918,0.55402076,0.47233257,0.45790446,0.44664162
Drake-Whats Next,129.19921875,0.0717843612366713,375,2271.9125564890055,0.4,0.5,0.25587624,-36.10199,67.60463,14.425314,16.905993,5.3706927,8.485668,-8.965046,8.175622,-4.22153,5.8270445,12.936883527952439,17.42825491614106,16.87823266693343,38.174835367726104,0.015300189956592672,0.07184288838021055,-0.03885260151310218,0.11953718588919225,0.015364523542577396,0.051032682542749355,0.53655714,0.50658745,0.50632143,0.479585,0.5449454,0.48950455,0.48019716,0.50594956,0.49159434,0.54497266,0.5096749,0.55463296
Dua Lipa - Garden,151.99908088235293,0.1068274175563728,537,2378.3194507323274,0.3,0.6,0.2693169,16.60708,79.77909,-3.6819947,23.033588,5.4642324,0.428803,1.6374638,-5.2264466,-0.31705275,11.707139,17.13462952371958,21.369475047367462,21.938370266882117,42.4414649664077,-0.11495974603533236,0.028839938642158506,-0.06244430255421113,-0.029802579949727032,0.0208464957528703,-0.0038568278047707654,0.42743045,0.46189085,0.26835257,0.28602344,0.26965812,0.42788383,0.3377066,0.3218191,0.41041785,0.37302825,0.4697431,0.3276487
Dua Lipa - Hotter Than Hell,107.666015625,0.10425245590373432,387,2273.5317222667754,0.3,0.5,0.24436285,-7.220392,80.4201,-6.934919,13.251003,6.61932,4.0468254,2.3276553,0.6440426,-1.6062019,7.0544195,15.160427121109059,19.06457549680405,18.955733056023348,40.34612656143334,-0.089333903300497,-0.04162825875894332,0.00749888212848885,-0.010222946306373295,-0.0036971781988033876,-0.0018677456921600837,0.29352766,0.3494275,0.32120246,0.50151587,0.30444375,0.3777434,0.37276772,0.31455266,0.4500306,0.31691206,0.4072397,0.33523196
Dua Lipa - New Rules,117.45383522727273,0.08922297995453606,406,2505.8761533282122,0.4,0.6,0.32257703,25.60658,75.53405,7.8552046,14.1413,6.842707,5.473314,3.5036685,1.7478007,0.16842923,9.820441,15.623951780687992,18.76733178559363,19.138696016881212,38.81623809041371,0.0735322592506284,0.05271855519042577,-0.10327740363781208,0.013111880351466872,-0.0112203099551718,0.016520736935404574,0.42179358,0.29727486,0.32673103,0.3119433,0.40898255,0.34366423,0.35245293,0.42992094,0.45059964,0.5564503,0.40739506,0.4339671
"Dua Lipa, DaBaby-Levitating feat DaBaby",103.359375,0.09834108451711707,379,2365.596875958027,0.3,0.6,0.2790461,41.160076,86.5659,-1.3057269,18.52725,-2.3810468,8.621555,-0.3208839,7.084616,2.376257,9.452451,14.589181451744995,17.80257248832522,19.808199768283554,41.25412662276005,0.05375352560524453,-0.07536423086523432,0.01081752644068931,0.0022744061526282305,-0.006703425853096643,-0.0014957594269931825,0.42621157,0.42825514,0.44571847,0.35646752,0.43309444,0.40552354,0.48189574,0.36825216,0.3899553,0.50633353,0.473058,0.5702192
Dua Lipa-Break My Heart,112.34714673913044,0.09846723393517112,422,2331.914664703523,0.4,0.7,0.30996355,16.524662,88.043015,12.081065,17.322676,6.37004,9.2675495,5.2354374,-1.0610548,1.2589283,7.956109,15.778173848352477,18.707683510794823,19.69260091588992,38.887172530975384,0.08219333940255148,-0.0005038438665136081,0.02859805473841268,0.004185697911952122,-0.007289247100440051,0.0005863756405060324,0.35929143,0.31405437,0.39240828,0.3567581,0.49611625,0.35370198,0.43202177,0.40927616,0.31088817,0.35425335,0.33784458,0.46530834
Dua Lipa-Dance The Night - From Barbie The Album,112.34714673913044,0.10902609753964553,382,2608.7748096989785,0.3,0.5,0.23140916,18.405165,80.506294,6.2493553,21.368992,10.373298,4.369707,4.2964187,3.9390466,2.8883545,5.7545347,14.858397342158383,18.645694363924115,20.01217796307458,39.76619231978877,0.04754331966314952,-0.03354645777416955,0.020923045769258547,0.004777817224431133,-0.0008073540049243287,-0.010864039786430633,0.353664,0.39730605,0.44495776,0.36863554,0.41988185,0.3781245,0.4833454,0.34011096,0.34808856,0.38651815,0.38498387,0.48051822
Dua Lipa-Dont Start Now,123.046875,0.09833502662556054,352,2435.370800329062,0.2,0.6,0.23295324,5.7770424,77.733505,10.878043,23.647783,14.510066,10.997937,4.3579674,6.727424,0.7236758,8.535711,15.667710922594686,19.39976515860808,20.035595204188876,39.07632579312312,0.10533078919650853,-0.02739433641554113,0.05378601709295723,-0.03524393716036217,-0.0004763859883333255,-0.015910693590281966,0.3409657,0.36570022,0.4665038,0.39002463,0.47372973,0.38877815,0.4621919,0.4110135,0.39105186,0.45190594,0.39517164,0.47863746
Dua Lipa-Houdini,117.45383522727273,0.10871802227082307,360,2482.254410429535,0.2,0.6,0.25675213,42.62503,82.577995,3.5885375,22.047884,-1.754993,12.607037,-1.5738629,5.8994684,-0.41805714,5.0494895,14.571852427836829,17.79282510870909,19.57202947497568,41.18743549597142,0.06384014681473188,0.04020922705369815,-0.028313144563526103,-0.027832521999162113,-0.014277964467048475,-0.003932794810368223,0.4539992,0.42653355,0.59798384,0.43144187,0.4691779,0.3967298,0.33957726,0.4680483,0.38166076,0.52732146,0.39655295,0.37107378
Dua Lipa-Physical,143.5546875,0.09301180405719531,506,2100.9435570337528,0.3,0.6,0.27839977,-5.2437716,103.251526,6.64744,19.972828,4.77242,10.93002,4.1196575,3.933464,2.773366,5.076236,14.46030719255188,16.69158549083831,19.77355673358554,42.61859895565145,0.03995256648213575,0.04870690856183617,-0.034081542129180215,0.013965534913623,0.011581719728533354,0.0015482523476025643,0.46318814,0.38225564,0.45866746,0.41004115,0.5040524,0.4048274,0.36719406,0.44994548,0.43869862,0.55307263,0.40432253,0.48643142
Dua Lipa-Were Good,135.99917763157896,0.09902823697191623,403,2309.8194200157573,0.2,0.6,0.18322238,-42.47726,83.998505,9.962118,18.391861,10.118802,5.667958,-5.412105,5.0218987,-1.9693993,4.08779,16.38274331676491,19.67519441653097,21.513805521685136,43.25662724232855,-0.05710058347922257,-0.1367958093203032,-0.03529117402983969,-0.005466847060228748,0.00039275122747374757,-0.018140813378391015,0.4488294,0.5282388,0.36202872,0.36643904,0.2953394,0.34844443,0.395374,0.31799078,0.39563555,0.34722957,0.42464536,0.44582626
"Duncan Laurence, FLETCHER-Arcade feat FLETCHER",71.77734375,0.062313807625500754,201,1464.4708121189185,0.1,0.4,0.14743365,-110.179756,124.63719,7.7832694,14.346913,-13.189548,4.8062515,-2.3264868,-4.622799,-4.3523936,0.4187414,17.94320373685473,20.625290445585645,21.977166164136275,43.06734788433465,0.12244364322936549,0.14191186676559975,-0.03803361725877914,0.09986938058736074,-0.015984233056909575,0.005406318303325812,0.40413806,0.23052187,0.26333046,0.24166885,0.39397106,0.28647825,0.20457383,0.27373025,0.23642021,0.3433603,0.21725516,0.3433544
Ed Sheeran - Castle on the Hill,135.99917763157896,0.08329791641481303,618,1831.5053446057552,0.3,0.5,0.23686332,-13.896987,105.324646,-10.096674,34.060127,8.276616,8.470723,1.2093841,4.893866,-3.5724955,4.0269017,15.016935684700002,18.59669135424354,19.106665913864266,44.11829366193432,0.11203955425977187,-0.0017812914570494779,-0.0003347600095150217,-0.06285557721636119,-0.0010383972898957198,-0.012127090656128907,0.2850528,0.40388048,0.59557956,0.35415167,0.39968142,0.2866309,0.36320177,0.34549212,0.33574793,0.49234012,0.32001883,0.32289642
Ed Sheeran - Galway Girl,99.38401442307692,0.10757215036084274,269,2306.113427194804,0.3,0.6,0.25430104,26.072823,89.90925,-10.384466,20.032734,5.0581284,6.211021,-0.58371633,4.922103,-2.1973648,3.5812266,15.33472759667459,18.908581198725294,18.496249637872634,42.80145301660953,0.045482241516473954,-0.07066081170744529,-0.02707796828572401,0.00811953973709127,-0.005035906618031643,0.021959735067604524,0.3748808,0.444349,0.3437824,0.3637838,0.45128843,0.37688544,0.44496354,0.349395,0.44330677,0.49204013,0.38593662,0.43648285
Ed Sheeran - Happier,89.10290948275862,0.060685670154970915,295,1696.538385952644,0.1,0.6,0.24305256,-49.017387,100.47516,7.556657,26.96121,11.5317335,11.834812,-3.267871,7.7932854,-0.7529432,1.8160615,16.274386165990208,20.279973563199967,20.121824564481066,42.725412079848574,0.0790700034839676,0.12972007253167084,-0.04122925900769608,0.1272759508101146,0.009820229872412139,0.026604164145658787,0.5110821,0.32218525,0.28700238,0.28306642,0.47377366,0.36393625,0.28850433,0.4563215,0.35575145,0.34785327,0.2883723,0.36240944
Ed Sheeran - Perfect,63.02400914634146,0.08429507366052916,283,2078.151945472316,0.3,0.6,0.2791325,8.103248,92.79445,5.018148,38.76486,4.193837,6.6647615,-0.9159479,1.4117292,-5.5275493,7.394498,18.261681101259658,21.14630358363249,22.963905974065483,44.31235906729325,-0.25181133407807677,0.032467383250634266,0.005077523785673559,0.1241588730380023,-0.024032773231885577,-0.00030822288272191263,0.43703833,0.31478637,0.2876245,0.44647488,0.29277706,0.31626013,0.246598,0.37699863,0.48258197,0.3147405,0.33256942,0.28567988
Ed Sheeran - Shape of You,129.19921875,0.0791114211145521,523,1945.4359600095065,0.3,0.6,0.25154296,-10.07388,93.97315,-1.0022441,19.193983,5.701913,3.93877,-8.388754,0.8691091,-10.433362,1.1910902,17.06229183373041,19.61041856617941,17.00214575540989,40.26801355768073,0.014017472416507026,-0.09993328393074945,-0.05458989006767206,-0.007446545558237643,0.013611870241044866,0.0112068762695159,0.258572,0.4580966,0.28916728,0.25537267,0.37481883,0.32554176,0.45510942,0.33847505,0.3594589,0.3650804,0.2527808,0.25976053
Ed Sheeran-Afterglow,112.34714673913044,0.06359907608059037,350,1613.5997391824646,0.3,0.6,0.2533794,-62.743237,108.02138,3.6632879,24.418486,6.654208,7.237307,-3.024726,3.546488,-7.8058133,2.4675353,18.244290266110614,20.545475281326308,20.873897245029596,44.41777187044748,0.05144711609345483,-0.276707539754191,0.08867653727994419,-0.05623246976975701,0.008728460616924293,0.021279423996851746,0.24968173,0.23847048,0.20072286,0.3173862,0.35129112,0.3582509,0.6039274,0.34342855,0.2383821,0.16422759,0.24002081,0.37208933
Ed Sheeran-Bad Habits,123.046875,0.08069116885774824,493,2182.1898303189537,0.3,0.6,0.26811138,7.1241984,86.73405,7.149827,21.659634,4.3443427,12.139659,-1.5597752,4.595401,-5.8344073,4.7374907,16.81926156508324,20.80912561519592,21.311924086154153,41.359557160716896,0.07553232963224862,-0.05181315251129414,0.03782532081078099,-0.05038617441008577,-0.004587015958365407,-0.012734263347171917,0.33176658,0.425215,0.4349857,0.29288167,0.3174651,0.28872684,0.4155874,0.36891982,0.33790338,0.37458342,0.36486614,0.46407157
Ed Sheeran-Eyes Closed,107.666015625,0.055074225074203995,337,1709.659448526906,0.3,0.6,0.25962225,-51.61895,104.07721,24.0203,24.49484,15.593884,7.930967,-1.2109879,6.0131626,-6.2832546,4.709602,16.27380277651938,19.46005927985965,19.946094194501818,40.55191057235174,0.08987743761873322,-0.01975279861536025,0.022452150073899526,-0.08348865901651262,-0.018851465988003878,-0.015995316450655984,0.33281922,0.4114219,0.56020707,0.38685766,0.31938308,0.28575236,0.3714779,0.345924,0.30055007,0.35109612,0.34732422,0.3819556
