folder,label,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Imagine Dragons - Believer,<pad> sadness,123.046875,0.0915595901996248,431,2182.6712415348147,0.2,0.4,0.21789925,-68.94555,86.97448,-15.702432,24.205952,7.1726832,10.209152,-6.3139434,9.10875,-2.8511508,1.2863723,16.328273118577407,18.72023762879508,18.375757360070303,42.49195968418055,-0.0640073866115372,0.0173322943914075,-0.0467840204180077,-0.0815895260514797,0.0217894010968612,0.0074722632431247,0.45985427,0.4704212,0.3439884,0.36702415,0.3545438,0.360842,0.33718634,0.35535955,0.38233274,0.4601158,0.5192507,0.38811237
Imagine Dragons - Thunder,<pad> joy,172.265625,0.055902259314562,544,1613.2825884948884,0.4,0.6,0.303322,-66.64602,122.639786,-20.222946,23.735477,8.341752,7.225467,3.4104319,9.154319,2.2883072,7.9790697,14.17183166060694,16.8282277290702,17.51027917290964,44.719087860575314,0.033822633710124,0.10510869641593,-0.05874246997336,0.0807933194945016,-0.0029734110726358,0.0247587532675504,0.6550432,0.4602602,0.4283039,0.40632874,0.50847125,0.45266166,0.41252017,0.4651791,0.4137301,0.45202926,0.42252117,0.5488331
Imagine Dragons - Whatever It Takes,<pad> sadness,135.99917763157896,0.0800363356275063,490,2059.624383803738,0.3,0.5,0.23409668,-70.3524,101.59158,-0.208358,21.851315,7.1591496,6.501459,-5.1492834,5.705775,-4.3025413,1.5113548,15.34947087370812,18.972121271660864,18.91335885133988,41.44719471408912,-0.1658163810325035,-0.0160530676489387,-0.0582359901099352,-0.0024107006422109,-0.0078599071448563,-0.0199274338717753,0.44961584,0.4712284,0.31878123,0.33522585,0.29143193,0.38023156,0.35054064,0.37329054,0.52919203,0.4150181,0.47685295,0.37894288
In Love With a Ghost - We'll Be Together,<pad> fear,99.38401442307692,0.0575444015642637,1230,1415.0056270393477,0.1,0.4,0.08065346,-276.37564,127.29497,23.187704,13.200374,-9.703741,-3.7555761,-3.7555778,-6.927724,-15.186348,-4.729609,17.81392209412692,22.103929933684164,23.68838861364654,41.36976369195656,-0.0474588157899217,-0.0556847778635913,-0.0350421288131572,0.051459364625575,0.005670981875524,-0.0109845138055949,0.29749557,0.3489415,0.26243466,0.34535816,0.32324252,0.3104139,0.30039835,0.2975329,0.34572065,0.2645827,0.22988656,0.25369757
INNA - Nirvana,<pad> sadness,99.38401442307692,0.0617655932418699,306,1653.9939063675922,0.3,0.6,0.29971308,-99.89653,118.45698,2.913025,18.029116,6.577112,4.638652,9.954547,0.2649427,4.6967273,7.182636,16.367852030836854,18.95213292350445,19.71182995659186,42.09903755103903,0.0672691318717484,-0.1100601230376452,0.05063420615903,-0.0379642362571408,-0.0063657472973782,0.0005801193909422,0.3522998,0.35613278,0.35081294,0.3048279,0.34327087,0.3503698,0.50878584,0.47198227,0.38993368,0.34719735,0.36000115,0.45389026
INNA - Tropical,<pad> love,117.45383522727272,0.0851953876744046,368,2088.169845014414,0.2,0.6,0.27688238,-61.432987,97.38474,-4.724916,25.492481,9.975421,1.5349364,-0.047591023,-2.0757573,1.6127864,4.250741,16.035625413396392,19.54203548410089,21.873769985969528,42.39910494845903,-0.0068798422171113,-0.0967630403443838,-0.0471063634808161,0.0626403891070574,0.0003424378331516,0.0023408294951111,0.33973092,0.45581365,0.2583514,0.30272746,0.3683613,0.2818089,0.4148444,0.36813176,0.55128556,0.47911495,0.38233024,0.453256
James Arthur - Can I Be Him,<pad> sadness,107.666015625,0.0663899017006566,437,1803.70036378655,0.1,0.5,0.20301516,-118.69669,111.07062,13.429628,16.406565,6.271783,21.220453,-2.8109543,7.0138993,-1.3267909,4.3165116,17.4873024821951,20.654606590684654,19.655487711614064,42.13229410029907,0.0011543187137688,-0.1420417500814682,0.0612936822198006,-0.0048774905364804,0.0010462109460517,-0.0155372508208719,0.34289584,0.33348995,0.2661738,0.37981918,0.3429509,0.31240606,0.3919734,0.26373324,0.23771039,0.24970792,0.4227777,0.5297459
James Arthur - Say You Won't Let Go,<pad> joy,129.19921875,0.0681462325184451,433,1661.4793918763078,0.2,0.4,0.18157694,-136.16908,121.45353,7.96619,9.272669,14.009859,10.933062,-11.140978,6.042643,-5.773178,-0.1522359,18.343987245739317,22.359342333070536,23.14083822708611,43.48886764109068,-0.071243456235621,0.159853269009378,0.001935781726156,-0.0839421462981743,0.0046835168607621,-0.0132228326785301,0.26404452,0.23934507,0.40906048,0.2999075,0.24947913,0.36538327,0.22197959,0.24510877,0.20002286,0.3468535,0.4299493,0.22993879
James TW - When You Love Someone,<pad> sadness,129.19921875,0.0800700352513295,460,2026.310283487447,0.2,0.3,0.1543056,-143.06126,94.564545,8.923232,30.049623,12.422398,6.205386,4.960791,8.657903,-7.451777,5.732271,17.805618880263534,21.33358879909242,22.960386427413496,42.740140341729976,0.1576072906026126,0.1115900434202762,0.0864516766603287,0.0691411591843696,0.0169488383600925,0.0402582715262047,0.43030825,0.3219597,0.41380027,0.28605604,0.32327232,0.25266245,0.35588092,0.4801894,0.32504272,0.35036922,0.31000003,0.44572812
Jen Foster - I Didn't Just Kiss Her,<pad> love,151.99908088235293,0.105756392499042,449,2484.133177633586,0.3,0.5,0.22318305,-82.98448,78.7843,9.896586,21.832335,12.476094,14.316393,-1.3301381,11.513112,-1.8629029,6.349778,17.034407188321385,20.78391130563289,20.55527345296481,40.66266973132392,-0.0153978380669262,0.1140441755879667,0.07061361022846,-0.0853547623876122,0.0234234656799512,0.0055260000772906,0.36062717,0.36464295,0.48830664,0.39484864,0.28475228,0.29790562,0.28635126,0.37284213,0.30530515,0.35494974,0.43579343,0.33305007
Jon Bellion - All Time Low,<pad> sadness,92.28515625,0.099555761023946,316,2228.653578918257,0.2,0.7,0.25580335,-76.446686,84.8419,-13.677129,13.1511135,0.67931813,6.1814747,1.0182627,5.339284,-4.4971566,6.672673,17.323933241440816,20.92866189703507,20.1117921445299,42.93631547984018,0.0897799506474652,0.0867414792642339,-0.0465365642578073,0.0517213954794979,-0.0087834599455842,0.0319450553535293,0.49773505,0.3234743,0.31568834,0.28133896,0.38920525,0.30760655,0.31975177,0.38879415,0.33834693,0.4517029,0.33989346,0.4571942
Jonas Blue - Fast Car,<pad> joy,151.99908088235293,0.0806278413745085,509,2100.787981280644,0.2,0.7,0.24936655,-85.50974,96.519135,6.115266,20.023943,7.437175,-1.404111,1.9268404,1.6615821,0.7422776,2.9726691,18.929478099913624,21.344019926369505,22.553965907878872,40.88509496569038,0.1184610100861233,-0.1285560553010965,-0.1510705613772649,0.0756035303729946,0.0075560274751466,0.0306764093298556,0.26899526,0.38373208,0.18721692,0.16860019,0.30404347,0.17493844,0.18181036,0.20673636,0.5091682,0.6386187,0.34260446,0.3210331
Jonas Blue - Perfect Strangers,<pad> joy,117.45383522727272,0.0883082160075461,362,2203.0678796302286,0.3,0.6,0.2585355,-76.11031,85.123245,5.716976,17.578236,4.99467,6.1440687,-6.9153485,8.906536,-3.7744913,3.519825,15.948526020111666,17.74973635914362,18.47377530211637,39.15815076733582,-0.1298178911179183,-0.05211966188892,-0.0421809472700023,-0.013113029126537,0.0062242136729982,-0.0011164391019347,0.3366588,0.4744783,0.33151937,0.4184024,0.3263891,0.4193016,0.33614293,0.31379098,0.4547825,0.32833934,0.31552818,0.24247845
Julia Michaels - Issues,<pad> sadness,57.421875,0.0920910607276831,168,2249.4455313170038,0.1,0.2,0.06355545,-234.05077,92.72911,5.5662947,12.600738,8.114932,-7.740161,6.8321266,-5.8366385,1.5963494,0.91267985,16.171070448408162,20.6748071226788,22.62162364730526,40.429567862973336,-0.1640839457785864,0.0008753375825954,-0.0353685558140813,0.0558929338115423,0.0041877465973979,-0.0077243423434337,0.34674934,0.31979,0.28863168,0.4098998,0.32185528,0.39453104,0.27936724,0.35060474,0.43209764,0.32694426,0.43326783,0.28910255
Justin Bieber - Love Yourself,<pad> sadness,99.38401442307692,0.0807351896902711,399,1743.3105929923809,0.2,0.4,0.1410215,-210.07545,94.59032,2.8299992,-3.83023,0.8310209,-9.726496,-13.877385,-1.7983981,-11.512609,-4.661774,17.699596498149994,19.62268361507412,19.7238256804316,37.81022956270626,0.0376867563630684,-0.1592383757038544,0.0065900444443096,0.0706243663214291,0.0173175840251888,0.0021195533946109,0.21930918,0.26243788,0.2170211,0.28959218,0.4096692,0.26254144,0.30955023,0.22962937,0.30243373,0.24947931,0.21560821,0.29196158
Justin Bieber - Sorry,<pad> sadness,135.99917763157896,0.0767526308299864,446,2058.564684964504,0.3,0.5,0.2923634,-58.385765,101.95867,1.3548001,10.885406,6.4171405,0.5103007,-2.9354146,3.3187618,-3.636034,6.291748,15.589627993788396,18.07229256922333,18.27039986381953,40.18984733703244,-0.0596932984430895,0.0994073448792425,-0.0126983713786054,0.0029356190386087,0.0056328241197631,-0.0073479171757188,0.3992644,0.32941914,0.37015173,0.4352174,0.336923,0.4984561,0.33781034,0.37231654,0.3445231,0.32357767,0.46745238,0.36021817
Kanye West - Gorgeous,<pad> joy,92.28515625,0.0870107487177822,546,1961.33522396774,0.4,0.5,0.33596057,-29.84648,99.69682,-20.009632,60.076267,5.243388,11.923796,9.404402,6.7368765,-2.3174763,13.179319,15.737910621861682,19.101391653026223,17.632027404222416,46.58580947284546,0.0182160733946673,-0.1577229180535825,-0.111508029154481,0.0944735495272511,0.0503608913999513,-0.0173119177897095,0.3457814,0.42150107,0.3765172,0.42309234,0.5267619,0.47803938,0.47901857,0.45459843,0.5634843,0.3898425,0.32900968,0.36186606
Kate Linn - Your Love - Radio Edit,<pad> joy,112.34714673913044,0.0696003101217081,348,1763.2104595347762,0.2,0.6,0.2835951,-117.16695,110.65135,1.2087874,11.74443,5.9039907,5.1617045,2.9766977,-6.737058,-0.5908213,2.874135,17.19129088598837,19.188346957334787,19.972730258003462,42.59782840255782,0.0784666624964576,-0.0986975323511152,0.0395401707316781,-0.0513957405485812,-0.0221859592027689,-0.000387494933541,0.33921868,0.39681625,0.42994288,0.3003634,0.3383635,0.30209664,0.45235986,0.34793904,0.39201668,0.44136432,0.39103055,0.5150489
Kendrick Lamar - DNA,<pad> anger,135.99917763157896,0.0505564050315774,618,1796.3419007829966,0.4,0.7,0.25739586,-134.74832,94.489174,15.974456,27.808956,12.191766,11.735252,-2.8079934,15.15119,1.4785281,10.197545,14.833805270309428,18.29718692785703,18.254126917296237,42.51898649255838,0.0687355440839598,0.0115763911974339,0.0562141737022003,-0.0862978238413228,-0.0490833842536905,0.0043028335412067,0.60432464,0.5417949,0.5267,0.51940197,0.506898,0.4923116,0.4772175,0.45164722,0.44562733,0.48629075,0.5297761,0.58665687
Kendrick Lamar - HUMBLE,<pad> joy,151.99908088235293,0.0604092084425944,435,2216.9817292325874,0.3,0.6,0.27135098,-116.84931,72.82906,8.101873,24.746069,8.835105,17.113327,8.367145,18.249563,3.450821,11.693041,16.053376045884104,18.43955605768871,18.89446469887161,41.11608477342656,-0.062299781319244,-0.0617290883239614,-0.1297924263562532,0.0017191539371707,0.0305908937686873,-0.0220021181647696,0.55454695,0.53580695,0.5496035,0.60407454,0.6376952,0.6293247,0.6076908,0.60193336,0.6364995,0.65279293,0.5959147,0.54849964
Kendrick Lamar - LOVE. FEAT. ZACARI,<pad> love,123.046875,0.0799695386795903,430,1881.112390832457,0.2,0.7,0.20033443,-123.97711,97.85704,-5.192886,10.889302,5.6428494,-0.52864105,-6.224916,3.793319,-12.96342,4.7236657,16.206576474532564,18.997045338872343,18.609507356838137,42.50590054602918,0.0002366404027063,0.0998609305443551,-0.1012355066161257,-0.0124539248926946,-0.0131509913118008,0.0044538466915937,0.38625696,0.31011152,0.3753635,0.28116006,0.3257568,0.44106206,0.3290946,0.37053138,0.35504335,0.48639277,0.3373503,0.31096593
Kevin Gates - 2 Phones,<pad> anger,123.046875,0.0684311013870541,516,1924.188016543218,0.3,0.6,0.26712462,-101.819,103.44914,21.733398,3.456747,10.555714,15.325286,-7.248431,16.279194,-2.0760818,-0.13203537,14.388850005610692,18.063387468343965,18.971520347060128,39.62649377636062,-0.0234940154128411,0.1397353330560618,0.0675152952063915,-0.0469338933386906,0.0146100377075059,-0.0059844389394415,0.3919067,0.3846524,0.51102585,0.38689277,0.3489787,0.37174934,0.34811932,0.42599437,0.42512637,0.5784872,0.56877023,0.40321004
Khalid - Location,<pad> joy,161.4990234375,0.05757359278509,511,1367.6292086330884,0.0,0.6,0.09445259,-274.25467,102.84213,1.1153134,5.142659,8.566118,-1.4384582,-4.8192673,3.6096191,-4.5533032,1.1764061,16.320949118403863,20.045303867852404,20.8555876669902,44.51696375368781,-0.0364378677594893,-0.1144077234321113,-0.0365025317748936,0.1089759563129595,-0.008383571254735,-0.0005600208929191,0.40370482,0.394891,0.33563372,0.3941775,0.3862453,0.3144265,0.4048365,0.37757343,0.492838,0.37306175,0.33819616,0.43132642
Khalid - Young Dumb & Broke,<pad> joy,135.99917763157896,0.0630072271496852,553,1653.3603076099043,0.3,0.5,0.21110485,-162.3582,112.43919,7.8531804,19.58255,17.833645,5.919146,-2.2656188,11.042387,-11.169547,1.6710097,16.388635087449526,20.11756874581582,20.716441867813064,45.185720057417925,-0.0887326690072155,-0.1196804957770211,-0.0065804625568362,-0.1217586282605784,0.028662537262171,0.0462394087159413,0.28290126,0.385577,0.34745723,0.42037833,0.36710343,0.4595417,0.5649623,0.39754796,0.44404247,0.40952227,0.43742546,0.27835637
Kygo - Stole the Show,<pad> sadness,99.38401442307692,0.080812708645744,512,1770.669860815933,0.1,0.4,0.13956727,-170.6929,116.90148,7.56767,17.100725,6.397053,10.982047,-2.5581653,10.762369,-0.21695022,1.2781067,15.014890734387642,18.450031978126265,20.37917962040471,43.18224819093577,-0.0191561456418846,-0.0319216189461494,0.0166649069856257,0.0206730151244393,-0.0047591258322876,0.0060188126611812,0.402899,0.40229,0.3580018,0.39032102,0.3339548,0.30617076,0.34740323,0.3423115,0.47915688,0.42262512,0.4717332,0.5549186
Lady Gaga - Hey Girl,<pad> joy,135.99917763157896,0.0750650745738636,576,1985.8635881480832,0.2,0.6,0.19995454,-111.96286,100.359764,7.8049374,19.527546,3.1434708,9.760815,3.7254403,5.1622367,0.3964561,10.704951,16.136813326612014,19.851338762792064,20.90863068698917,42.15693696702927,0.0278780799969205,0.0522855848930211,-0.0549478419400243,-0.0372704897322692,0.0010621468405771,0.0113808442357271,0.43886048,0.32740766,0.3414424,0.2910686,0.36155537,0.34366548,0.25659806,0.35531536,0.37759584,0.48036382,0.40870622,0.3771405
Lana Del Rey - Born To Die,<pad> sadness,86.1328125,0.0818945344101407,405,1719.810269077404,0.1,0.1,0.07324652,-184.38261,124.20451,-19.67733,26.250212,-2.6561513,6.4966598,1.4484295,1.6173877,3.2388492,2.7008033,16.108282278591567,18.180211249981472,19.068441946122636,45.18124901733424,0.1323034738108738,0.0114295904605159,0.0262193155737382,0.0560793295092341,-0.0002412722222896,0.0018727658423669,0.3169768,0.2577036,0.32158247,0.30613315,0.43044415,0.28813714,0.40985805,0.44927666,0.3755864,0.45321405,0.36521754,0.45208153
Lana Del Rey - High By The Beach,<pad> love,129.19921875,0.0490119391291007,558,1457.4775872300413,0.1,0.5,0.16528483,-164.63632,123.66596,5.2391124,30.739305,-1.7026612,7.7577686,1.2693038,1.1786505,5.3944435,6.260356,14.985230491270912,18.06678979902913,18.65145136287596,42.81953664108213,0.1152717581000686,-0.0814303706164308,0.1045132182906596,-0.0127652608089905,0.0021977134000245,-0.0295400446448878,0.34370905,0.38208154,0.45049992,0.41316637,0.50592905,0.46160546,0.5886563,0.49199265,0.39948073,0.4027211,0.42681348,0.48991698
Lana Del Rey - Love,<pad> fear,99.38401442307692,0.0404127573384554,463,1207.143786911624,0.3,0.5,0.2607329,-131.69728,136.45122,6.7352576,33.01058,9.642773,13.929192,15.120343,1.2390676,8.064241,0.24752669,16.536020201898104,17.822236873082947,18.8333407930421,45.067122466933625,-0.1388135314999619,0.2104260304838441,0.0615097970960454,-0.0499100671883509,0.0270595083404381,0.0040875409008444,0.42691812,0.33365813,0.37744275,0.38162607,0.32998192,0.41890782,0.31935802,0.33741146,0.2872944,0.34665605,0.47036338,0.37188655
Lana Del Rey - National Anthem,<pad> joy,172.265625,0.0781736562546477,1279,1588.3918044177822,0.2,0.6,0.1416985,-141.02798,122.679665,-14.82406,18.869305,-1.1191053,2.9745085,-1.6274155,0.5002931,-1.918419,0.74008286,16.131071567587423,18.65494959917203,18.692781599536566,44.70402272919224,-0.0359769944007826,0.1051788612851947,0.0651794976509123,0.0049644378412367,0.0176186202370867,0.0032717825213265,0.37426284,0.30845198,0.38295692,0.35017824,0.27819818,0.32554117,0.3198549,0.46117124,0.35215193,0.33025157,0.37361404,0.30418074
Lana Del Rey - Off To The Races,<pad> joy,161.4990234375,0.0853980355950491,719,1938.8165540759155,0.3,0.5,0.24404275,-60.97835,108.609344,-19.76825,30.119566,-2.8826582,2.2898748,7.7579794,1.3688517,1.6443018,4.295048,15.377608575954504,18.643738506680023,20.436865747918358,43.82339305333122,0.1599497802755789,-0.0181000245097957,0.0467225320253218,0.1367423632452197,0.0340104936290717,-0.0146836384792027,0.33155122,0.28907588,0.3759104,0.37163684,0.5235258,0.36558384,0.36726245,0.34943897,0.2860245,0.35870293,0.34358752,0.48388493
Lana Del Rey - This Is What Makes Us Girls,<pad> joy,135.99917763157896,0.0963045730018745,533,2087.730717271962,0.2,0.5,0.2147142,-60.07674,103.77974,-21.073364,15.208718,-3.7785075,6.007727,3.2015707,3.2970946,0.72395784,-1.2921958,15.06771690084257,17.453166201979442,17.617772721801593,42.62242228699142,0.0446637440547262,0.0899972262347028,-0.0105432025574554,-0.0396986902091129,0.0010545855761713,-0.0120401541606632,0.3688498,0.3279808,0.43681288,0.27967793,0.31927308,0.42108408,0.36665413,0.48300412,0.3812665,0.4727269,0.34054807,0.33177954
Lana Del Rey - Young And Beautiful,<pad> joy,117.45383522727272,0.0663315208302928,414,1711.71845861349,0.3,0.5,0.19602063,-115.71146,112.15937,3.2089717,20.279781,2.426605,7.7084002,9.647859,-2.1913817,6.617102,6.687703,18.18610640951787,20.811511317092137,22.374380657007308,42.07038613087877,0.2147529446814975,-0.0841208259382586,0.1319893912160004,-0.017905399366948,-0.0220640093205369,-0.0563148965817072,0.26244542,0.31799254,0.39541894,0.29598424,0.40203705,0.2530539,0.33575547,0.26775473,0.24989124,0.30320072,0.26668468,0.43220222
LemonGrass - Sing Me to Sleep - Alan Walker Cover,<pad> sadness,172.265625,0.1159028297653016,511,2842.6961188482064,0.2,0.4,0.23005143,-59.816357,65.93812,10.740595,21.99565,7.180149,7.329524,5.453662,5.3997793,4.266654,4.230268,16.43386389714151,21.6831073274068,22.84073755230738,38.811621833421285,0.1250465277225098,0.0255729032231432,0.0823335489417615,0.0675718684061786,0.0241629157586082,-0.0115969643834838,0.3865411,0.3013568,0.3859782,0.32791406,0.45636863,0.3101977,0.36511633,0.45732686,0.2887376,0.31685498,0.29659045,0.45596734
Lil Peep - Save That Shit,<pad> fear,107.666015625,0.1183763246567792,372,2333.314979547538,0.1,0.6,0.15932457,-113.350174,86.93049,-17.046259,13.087504,4.848497,2.292411,-8.473645,4.4046745,-4.994622,-3.414847,15.396253577726927,19.80386712275987,20.92809586693084,45.77971293145582,0.0931903936877455,-0.0334518189111006,0.0094117331277958,-0.0951661925238573,-0.0066574033180019,-0.0132703773223377,0.31768274,0.4411424,0.5345912,0.3749798,0.4227683,0.37828228,0.43532166,0.31780925,0.35954466,0.39907864,0.36699012,0.38361314
Lil Uzi Vert - XO Tour Llif3,<pad> sadness,151.99908088235293,0.0636731225791655,580,1946.2362136955892,0.0,0.7,0.20542723,-163.27338,73.99852,3.9754362,15.622678,2.3327944,11.402025,1.318135,8.773674,-1.5053995,11.778237,14.628184571458045,18.559866832189527,19.250617044727264,38.68120185455936,0.085305178864303,-0.0406374808881314,0.0767255409195332,-0.0103790936852764,0.0333651946116397,-0.016502473885063,0.31257996,0.3454497,0.34875637,0.34284738,0.44503772,0.41698873,0.54571164,0.4216733,0.4037932,0.42578515,0.4091914,0.36287802
Little Mix - Shout Out to My Ex,<pad> sadness,129.19921875,0.1100573166014712,497,2455.6000630792128,0.3,0.5,0.22909856,-75.67342,72.96574,-12.0722475,17.525833,8.349385,5.6900764,10.656732,2.9173348,3.1230946,8.976497,15.226483798363176,19.04673531117864,20.68549505285908,40.99039186131549,-0.0148501107383324,0.1173670133216688,-0.0375552798491728,0.0364447362110016,-0.0091847370083442,-0.0048920231228657,0.59903705,0.36499485,0.3318908,0.26079875,0.33678943,0.5210875,0.3356488,0.37807804,0.3302417,0.38342822,0.3359796,0.38610244
Logic - 1-800-273-8255,<pad> sadness,99.38401442307692,0.0545948758517858,641,1304.700701430373,0.1,0.4,0.0992315,-216.09036,117.99096,0.92369694,16.016085,3.231479,1.766431,-2.539126,2.8756647,-9.180918,0.9418615,15.73653770742523,19.5862950577096,19.62883070979115,42.73935647491457,-0.1537369472532805,0.0720935613756029,-0.1005140462333235,0.0851495798389163,-0.0272753353372996,-0.0246925441896605,0.38442856,0.23352595,0.22336827,0.29940665,0.2903758,0.4901725,0.27549312,0.328854,0.42716065,0.25525337,0.30720934,0.24831341
Lowell - LGBT,<pad> love,103.359375,0.0778172132769039,331,1996.850025987168,0.2,0.4,0.21111645,-77.03247,105.15355,0.6635668,25.274342,3.7400415,4.7561812,1.1525254,6.168659,3.456409,3.8833296,14.81107806535684,18.687793911125656,20.00176246046661,40.98059172319532,0.0585062384465343,-0.0984846939760566,0.0463443526135442,0.0422119044496181,0.0102872996955451,-0.0056381229426102,0.3381604,0.40231434,0.3242014,0.4271352,0.50501186,0.35116568,0.39293733,0.3293601,0.3991054,0.33056274,0.34738657,0.47608218
Luis Fonsi - Despacito,<pad> joy,89.10290948275862,0.1104203679630813,404,2480.9236922304685,0.2,0.6,0.21641657,-80.8278,75.21525,-5.419894,14.320231,-1.84993,5.62304,-7.0247755,3.665079,-7.8694963,1.7289276,16.140665081744775,20.15881488686242,20.27691865394643,40.891799321965145,0.0732045966811373,-0.0315623685786503,0.0029972601957203,-0.0516180442273325,-0.0140011542122578,-0.0030547267351313,0.29710272,0.38842222,0.4954523,0.33619738,0.356855,0.2833016,0.39046127,0.32492274,0.31083497,0.3794409,0.31308758,0.37335277
Lukas Graham - 7 Years,<pad> sadness,117.45383522727272,0.086512057220915,452,2107.5196252068254,0.1,0.5,0.18599845,-123.94885,99.786835,7.84007,14.03133,4.2383895,2.0311887,-3.8789918,3.6157055,-11.237166,6.2562165,17.16136332043676,20.870012092379763,21.5119598376796,41.85119124526757,-0.0749367341045292,0.2006861960639943,0.0459987773683925,-0.1391049831184548,0.0253935525981144,-0.0190945200711471,0.319908,0.27996847,0.43701974,0.27127331,0.2545309,0.40121287,0.26191872,0.33045807,0.23367134,0.34265444,0.49380466,0.3009566
Maggie Rogers - Alaska,<pad> joy,103.359375,0.0555012460170513,318,1594.4853076866557,0.1,0.5,0.1626708,-235.7222,106.882034,29.113308,21.280449,14.973482,8.305938,9.600543,0.7240013,2.552529,3.7111974,17.019706377326724,21.16046633757451,21.124654548704463,39.23746756266142,0.0683885593545933,0.0454467945597621,-0.0762719485962162,0.0720297180909709,-0.001263990777935,0.0286968381283847,0.5847687,0.42035016,0.42643073,0.36732703,0.39537123,0.34981918,0.30318797,0.35843998,0.3507036,0.39804935,0.37129042,0.47729737
Major Lazer - Cold Water,<pad> sadness,123.046875,0.0971540865384615,355,2374.613129718367,0.2,0.5,0.22819693,-72.17935,86.92377,-2.85911,2.487801,2.7666883,4.8946676,-2.7716367,5.9379067,-4.6345816,4.5052123,17.429629677087277,19.397076190270592,19.57626803063621,40.325774905448135,0.0880057789037387,-0.0713272726667169,-0.0895422366642608,-0.0458619209830291,0.0014760953099141,0.0134340181010703,0.3201101,0.49665746,0.36655635,0.3261698,0.41149104,0.28882244,0.36807832,0.26825446,0.3806611,0.44536576,0.29664055,0.3561156
MARINA - Teen Idle,<pad> sadness,123.046875,0.0882753597927502,504,2101.05265645024,0.3,0.4,0.21953647,-79.16553,104.86677,4.8959475,15.337117,-0.5444086,7.3122115,2.9700813,1.8246456,-4.4981675,11.181287,15.559826832287182,18.57437360477944,20.119736820407297,41.31619284847646,0.0756860495739901,0.1608955972393359,-0.121149179759715,-0.039091418791601,-0.0124689643168555,-0.0148733419042121,0.35068962,0.31044883,0.40073892,0.23190764,0.32519642,0.47073087,0.26588404,0.35152435,0.30331972,0.45761836,0.35598743,0.28205293
Marshmello - Alone,<pad> sadness,143.5546875,0.0805369287614865,462,2357.920559985644,0.4,0.7,0.3543213,-32.43971,88.97504,0.2862443,26.638433,1.9746445,5.733915,0.63220763,4.2911944,-2.9845307,7.7122436,15.344977397256596,18.51969123649994,20.91970360637657,41.54652978442389,0.2272397791686448,-0.0152005156787623,0.0211633037953634,-0.1259205470832165,-0.027548955629203,-0.0113258613376551,0.32347512,0.43538144,0.584346,0.38402367,0.38284063,0.2647362,0.42379943,0.3762562,0.34525374,0.43548766,0.35132363,0.3548119
Martin Garrix - In the Name of Love,<pad> fear,135.99917763157896,0.095366533658471,440,2259.9680780431268,0.2,0.6,0.20757131,-101.48154,82.63734,-1.9400356,6.0047684,2.205356,3.8874085,6.8556886,2.611801,-1.2957431,2.9468894,16.790613440873578,20.9976874081178,23.484321787459454,40.5538069007162,0.165223089374304,0.077294851027077,0.0573792841113452,0.0670966150632993,0.002984186402834,0.0128352392321056,0.3323481,0.28804561,0.3989581,0.2886446,0.27982908,0.19127707,0.28113428,0.3325932,0.21066305,0.27618158,0.23457485,0.4193929
Martin Garrix - Scared to Be Lonely,<pad> anger,135.99917763157896,0.0842437744140625,476,2290.6194190968536,0.2,0.5,0.21806453,-106.00184,81.84741,13.518635,19.964054,6.4162335,-0.7162173,3.1579952,-1.5398084,-1.5250784,10.356581,16.812062686373157,21.60967672841329,24.07066989728549,40.19923609777529,0.034402404917949,-0.1549522657262626,-0.0164755904196242,0.0889779051005344,0.0099952984158461,-0.0159305706839492,0.34867528,0.4113294,0.28277102,0.40095237,0.4581941,0.2538181,0.3029004,0.2614595,0.38679838,0.29126668,0.31097952,0.42861077
Mary Lambert - She Keeps Me Warm,<pad> joy,135.99917763157896,0.0722350116141505,540,1634.4640688279487,0.2,0.6,0.17545708,-140.48509,113.82879,3.8420334,30.170858,2.8548303,4.562461,0.31557772,-2.3896413,-4.135682,0.9718969,17.75477877740606,21.809855561195917,22.038078855418032,43.14476844493733,0.1328006205179865,0.1862187542887374,0.0454242361637669,0.0399624215500018,0.0116004151843337,-0.0183755793671501,0.3985509,0.26204595,0.37099206,0.2562845,0.29741767,0.26370245,0.29701105,0.52863055,0.27949396,0.2769993,0.18678054,0.30486026
Meghan Trainor - NO,<pad> joy,95.703125,0.1129998079895898,346,2429.773794313651,0.2,0.4,0.19277814,-89.404755,79.20229,-13.1888895,21.228546,-3.917685,11.85278,2.364063,0.6757676,0.17919993,4.58076,15.66305880652892,19.598539880256656,19.766958279574617,42.01551427015868,-0.0239049704128366,-0.0470675681888492,-0.0196165703428531,0.0716670050982741,0.0040428350823567,-0.0052961181624404,0.36580104,0.40200824,0.3190605,0.3910792,0.40881345,0.3335408,0.42020068,0.44361484,0.5730532,0.4559315,0.35047835,0.3480136
